date,price,news
2025-07-21,282.14,
2025-07-22,285.13,
2025-07-23,292.51,
2025-07-24,278.58,
2025-07-25,281.06,
2025-07-28,282.12,
2025-07-29,261.07,
2025-07-30,266.04,
2025-07-31,249.56,
2025-08-01,237.77,
2025-08-04,240.98,
2025-08-05,251.0,
2025-08-06,245.78,
2025-08-07,244.67,
2025-08-08,250.89,
2025-08-11,252.37,
2025-08-12,261.57,
2025-08-13,271.81,
2025-08-14,271.49,
2025-08-15,304.01,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-18,308.49,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-19,304.24,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-20,299.84,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-21,303.35,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-22,307.42,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-25,304.86,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-26,300.43,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-27,303.88,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-28,302.29,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-08-29,309.87,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-09-02,308.8,"The market responded strongly, but strong reactions can also ‘get it over with’ and reduce lingering doubt."
2025-09-03,307.88,
2025-09-04,310.38,
2025-09-05,315.39,
2025-09-08,320.25,
2025-09-09,347.92,
2025-09-10,346.78,
2025-09-11,353.61,
2025-09-12,352.51,
2025-09-15,347.89,
2025-09-16,339.78,
2025-09-17,341.61,
2025-09-18,334.82,
2025-09-19,336.69,
2025-09-22,341.3,
2025-09-23,347.69,
2025-09-24,351.81,
2025-09-25,345.56,
2025-09-26,344.08,
2025-09-29,345.18,
2025-09-30,345.3,
2025-10-01,348.3,
2025-10-02,353.72,
2025-10-03,360.2,
2025-10-06,358.77,
2025-10-07,363.66,
2025-10-08,369.92,
2025-10-09,367.69,
2025-10-10,354.5,
2025-10-13,358.66,
2025-10-14,359.93,
2025-10-15,361.15,
2025-10-16,356.67,
2025-10-17,356.6,
2025-10-20,364.48,
2025-10-21,365.37,
2025-10-22,361.49,
2025-10-23,360.45,
2025-10-24,362.5,
2025-10-27,365.98,
2025-10-28,367.84,
2025-10-29,355.26,
2025-10-30,344.75,
2025-10-31,341.56,
2025-11-03,333.79,
2025-11-04,330.83,
2025-11-05,327.74,
2025-11-06,321.56,
2025-11-07,324.21,
2025-11-10,321.58,
2025-11-11,327.45,
2025-11-12,339.06,
2025-11-13,332.52,
2025-11-14,321.86,
2025-11-17,320.52,
2025-11-18,313.58,
2025-11-19,309.09,
2025-11-20,311.54,
2025-11-21,319.97,
2025-11-24,319.05,
2025-11-25,326.28,
2025-11-26,329.71,
2025-11-28,329.77,
2025-12-01,323.21,
2025-12-02,326.22,
