date,price,news
2025-09-29,315.69,
2025-09-30,315.43,
2025-10-01,310.71,
2025-10-02,307.55,
2025-10-03,310.03,
2025-10-06,309.18,
2025-10-07,307.69,
2025-10-08,304.03,
2025-10-09,305.53,
2025-10-10,300.89,
2025-10-13,307.97,
2025-10-14,302.08,
2025-10-15,305.69,
2025-10-16,298.54,
2025-10-17,297.56,
2025-10-20,302.36,
2025-10-21,297.09,
2025-10-22,294.11,
2025-10-23,294.54,
2025-10-24,300.44,
2025-10-27,304.15,
2025-10-28,305.36,
2025-10-29,305.51,
2025-10-30,309.44,
2025-10-31,311.12,
2025-11-03,309.35,
2025-11-04,309.25,
2025-11-05,311.68,
2025-11-06,313.42,
2025-11-07,314.21,
2025-11-10,316.89,
2025-11-11,315.62,
2025-11-12,320.41,
2025-11-13,309.48,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-14,303.61,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-17,300.37,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-18,299.41,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-19,303.27,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-20,298.38,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-21,298.02,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-24,298.0,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-25,303.0,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-26,307.64,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-11-28,313.08,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-12-01,308.92,"A sharp information shock triggered fast repricing, but quicker adjustments can reduce uncertainty and stabilize the trend."
2025-12-02,309.645,
