date,price,news
2025-10-16,214.47,
2025-10-17,213.04,
2025-10-20,216.48,
2025-10-21,222.03,
2025-10-22,217.95,
2025-10-23,221.09,
2025-10-24,224.21,
2025-10-27,226.97,
2025-10-28,229.25,
2025-10-29,230.3,
2025-10-30,222.86,
2025-10-31,244.22,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-03,254.0,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-04,249.32,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-05,250.2,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-06,243.04,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-07,244.41,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-10,248.4,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-11,249.1,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-12,244.2,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-13,237.58,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-14,234.69,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-17,232.87,"Fresh information moved expectations, and the clearer signal can improve confidence in the new price level."
2025-11-18,222.55,
2025-11-19,222.69,
2025-11-20,217.14,
2025-11-21,220.69,
2025-11-24,226.28,
2025-11-25,229.67,
2025-11-26,229.16,
2025-11-28,233.22,
2025-12-01,233.88,
2025-12-02,236.535,
