date,price,news
2025-11-03,570.59,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-04,547.58,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-05,569.15,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-06,569.78,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-07,563.1,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-10,570.85,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-11,567.93,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-12,573.02,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-13,553.55,"A decisive repricing can fuel overshooting, making reversals more likely."
2025-11-14,554.03,
2025-11-17,552.05,
2025-11-18,546.88,
2025-11-19,553.11,
2025-11-20,546.13,
2025-11-21,550.43,
2025-11-24,559.6,
2025-11-25,566.61,
2025-11-26,573.73,
2025-11-28,575.76,
2025-12-01,568.06,
2025-12-02,575.18,
